Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"562.36122","Escherichia coli strain WW679",,562,"WGS","WW679",,,,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359416","GCA_002263755.1",,"NNAC01000000",,"University of Alberta",,"IonTorrent","23.1x","SPAdes v. 3.10.0",,,239,5082246,50.80362,5463,5287,,"wastewater",,"2011-05-03","Canada","Canada: Calgary, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,97.4,,,,"Good","2018-11-28T15:11:36.461Z","2018-11-28T15:11:36.461Z"
"562.36123","Escherichia coli strain WW38",,562,"WGS","WW38",,,,"MLST.Escherichia_coli_1.216",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359407","GCA_002263825.1",,"NNAL01000000",,"University of Alberta",,"IonTorrent","32.0x","SPAdes v. 3.10.0",,,264,5148166,50.56927,5683,5430,,"wastewater",,"2011-06-07","Canada","Canada: Drayton Valley, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,96.7,,,,"Good","2018-11-28T15:12:51.148Z","2018-11-28T15:12:51.148Z"
"562.36124","Escherichia coli strain WW63",,562,"WGS","WW63",,,,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359414","GCA_002263835.1",,"NNAE01000000",,"University of Alberta",,"IonTorrent","24.1x","SPAdes v. 3.10.0",,,252,5131505,50.803185,5572,5367,,"wastewater",,"2011-06-14","Canada","Canada: Cold Lake, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,96.7,,,,"Good","2018-11-28T15:12:18.086Z","2018-11-28T15:12:18.086Z"
"562.36125","Escherichia coli strain WW601",,562,"WGS","WW601",,,,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359413","GCA_002263865.1",,"NNAF01000000",,"University of Alberta",,"IonTorrent","30.1x","SPAdes v. 3.10.0",,,249,5150829,50.8172,5614,5398,,"wastewater",,"2011-05-03","Canada","Canada: Calgary, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,97,,,,"Good","2018-11-28T15:13:00.937Z","2018-11-28T15:13:00.937Z"
"562.36126","Escherichia coli strain WW44",,562,"WGS","WW44",,,,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359409","GCA_002263875.1",,"NNAJ01000000",,"University of Alberta",,"IonTorrent","24.2x","SPAdes v. 3.10.0",,,215,4990134,50.96314,5528,5205,,"wastewater",,"2011-06-14","Canada","Canada: Cold Lake, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates;many frameshifted proteins","sample_type:wastewater",99.8,94.8,,,,"Good","2018-11-28T15:12:44.715Z","2018-11-28T15:12:44.715Z"
"562.36127","Escherichia coli strain WW546",,562,"WGS","WW546",,,,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359412","GCA_002263885.1",,"NNAG01000000",,"University of Alberta",,"IonTorrent","30.9x","SPAdes v. 3.10.0",,,273,5268809,50.473095,5801,5582,,"wastewater",,"2011-04-19","Canada","Canada: Edmonton, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,97.3,,,,"Good","2018-11-28T15:14:03.614Z","2018-11-28T15:14:03.614Z"
"562.36128","Escherichia coli strain WW50",,562,"WGS","WW50",,,,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359411","GCA_002263895.1",,"NNAH01000000",,"University of Alberta",,"IonTorrent","26.5x","SPAdes v. 3.10.0",,,217,4981206,50.97703,5379,5208,,"wastewater",,"2011-06-14","Canada","Canada: Cold Lake, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,96.9,,,,"Good","2018-11-28T15:13:57.489Z","2018-11-28T15:13:57.489Z"
"562.36129","Escherichia coli strain WW48",,562,"WGS","WW48",,,,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359410","GCA_002263945.1",,"NNAI01000000",,"University of Alberta",,"IonTorrent","40.8x","SPAdes v. 3.10.0",,,214,4983305,50.975548,5380,5203,,"wastewater",,"2011-06-14","Canada","Canada: Cold Lake, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,97,,,,"Good","2018-11-28T15:16:30.242Z","2018-11-28T15:16:30.242Z"
"562.36130","Escherichia coli strain WW41",,562,"WGS","WW41",,,,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359408","GCA_002263955.1",,"NNAK01000000",,"University of Alberta",,"IonTorrent","35.5x","SPAdes v. 3.10.0",,,229,5165102,50.660103,5635,5416,,"wastewater",,"2011-06-07","Canada","Canada: Drayton Valley, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,97.2,,,,"Good","2018-11-28T15:16:36.417Z","2018-11-28T15:16:36.417Z"
"562.36131","Escherichia coli strain WW3",,562,"WGS","WW3",,,,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359405","GCA_002263965.1",,"NNAN01000000",,"University of Alberta",,"IonTorrent","20.2x","SPAdes v. 3.10.0",,,275,5227156,50.69428,5725,5458,,"wastewater",,"2011-07-26","Canada","Canada: Cardinal Creek, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,96.9,,,,"Good","2018-11-28T15:16:42.842Z","2018-11-28T15:16:42.842Z"
"562.36132","Escherichia coli strain WW30",,562,"WGS","WW30",,,,"MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359406","GCA_002263975.1",,"NNAM01000000",,"University of Alberta",,"IonTorrent","17.0x","SPAdes v. 3.10.0",,,222,5141076,50.84675,5625,5364,,"wastewater",,"2011-06-07","Canada","Canada: Drayton Valley, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,97.6,,,,"Good","2018-11-28T15:20:20.996Z","2018-11-28T15:20:20.996Z"
"562.36133","Escherichia coli strain WW2",,562,"WGS","WW2",,,,"MLST.Escherichia_coli_1.399,MLST.Escherichia_coli_2.554",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359403","GCA_002264025.1",,"NNAP01000000",,"University of Alberta",,"IonTorrent","21.0x","SPAdes v. 3.10.0",,,211,5126016,50.678284,5805,5420,,"wastewater",,"2011-07-26","Canada","Canada: Cardinal Creek, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates;many frameshifted proteins","sample_type:wastewater",99.9,94,,,,"Good","2018-11-28T15:21:51.025Z","2018-11-28T15:21:51.025Z"
"562.36134","Escherichia coli strain WW223",,562,"WGS","WW223",,,,"MLST.Escherichia_coli_1.635,MLST.Escherichia_coli_2.682",,,,"2017-12-18T00:00:00Z",,"PRJNA394609","SAMN07359404","GCA_002264045.1",,"NNAO01000000",,"University of Alberta",,"IonTorrent","36.7x","SPAdes v. 3.10.0",,,233,5123123,50.911446,5549,5387,,"wastewater",,"2011-04-19","Canada","Canada: Edmonton, Alberta",,,,,,,,,,,,,,,,,,,,,,,,,"wastewater E. coli isolates","sample_type:wastewater",99.9,98.1,,,,"Good","2018-11-28T15:21:41.648Z","2018-11-28T15:21:41.648Z"
"562.39112","Escherichia coli strain WPB121",,562,"Complete","WPB121",,,,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.262",,,,"2018-12-14T00:00:00Z",,"PRJNA508839","SAMN10531495","GCA_003945445.1",,"CP034426",,"National University of Singapore",,"Illumina HiSeq","300x","Velvet v. 2.2.4",1,,1,4637028,50.62901,4702,4453,,"ceftazidime (8 ppm) after mating experiment","isolated from a hospital wastewater effluent in Singapore","2017-10-20","Singapore","Singapore",,,,,,,,,,,,,,,,,,,,,,,,,"A ceftazidime-resistant Acinetobacter baumannii was isolated from a hospital wastewater effluent in Singapore. The isolate then acted as donor and was subjected to filter mating experiment with E. coli SCC1 strain as recipient. The recipient, donor and transconjugate was then sequenced and both donor and transconjugate was found to harbour blaNDM-1 and aph(3’)-VI gene, of which bla¬NDM-1 was responsible for the resistance against ceftazidime.","sample_type:cell culture",100,99.6,,,,"Good","2019-01-31T09:16:34.751Z","2019-01-31T09:16:34.751Z"
"562.39113","Escherichia coli strain WPB102",,562,"Complete","WPB102",,,,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.262",,,,"2018-12-14T00:00:00Z",,"PRJNA508839","SAMN10531493","GCA_003945485.1",,"CP034428",,"National University of Singapore",,"Illumina HiSeq","300x","Velvet v. 2.2.4",1,,1,4595459,50.74436,4643,4406,,"genetically modified lab strain MG1655","isolated from a hospital wastewater effluent in Singapore","2017-10-20","Singapore","Singapore",,,,,,,,,,,,,,,,,,,,,,,,,"A ceftazidime-resistant Acinetobacter baumannii was isolated from a hospital wastewater effluent in Singapore. The isolate then acted as donor and was subjected to filter mating experiment with E. coli SCC1 strain as recipient. The recipient, donor and transconjugate was then sequenced and both donor and transconjugate was found to harbour blaNDM-1 and aph(3’)-VI gene, of which bla¬NDM-1 was responsible for the resistance against ceftazidime.","sample_type:cell culture",100,99.8,,,,"Good","2019-01-31T09:17:09.826Z","2019-01-31T09:17:09.826Z"
"562.39455","Escherichia coli strain GEO_49_Eff_A",,562,"WGS","GEO_49_Eff_A",,,,"MLST.Escherichia_coli_1.167,MLST.Escherichia_coli_2.2",,,,"2019-01-15T00:00:00Z",,"PRJNA472583","SAMN09289760","GCA_004024025.1",,"QKOO01000000",,"The Ohio State University",,"Illumina MiSeq","100x","SPAdes v. 3.11",,,201,4895051,50.782413,5115,4990,,"water",,"2017","United States","United States",,,,,,,,,,,,,,,,,,,,,,,,,"CRE recovered from wastewater treatment plant effluent and nearby surface waters in the US","sample_type:culture",100,99.3,,,,"Good","2019-02-01T09:09:15.956Z","2019-02-01T09:09:15.956Z"
"562.39456","Escherichia coli strain GEO_47_Eff_A",,562,"WGS","GEO_47_Eff_A",,,,"MLST.Escherichia_coli_2.378",,,,"2019-01-15T00:00:00Z",,"PRJNA472583","SAMN09289752","GCA_004024105.1",,"QKOW01000000",,"The Ohio State University",,"Illumina MiSeq","100x","SPAdes v. 3.11",,,156,5079623,50.926575,5352,5237,,"water",,"2017","United States","United States",,,,,,,,,,,,,,,,,,,,,,,,,"CRE recovered from wastewater treatment plant effluent and nearby surface waters in the US","sample_type:culture",99.9,98.9,,,,"Good","2019-02-01T09:10:07.307Z","2019-02-01T09:10:07.307Z"
"562.39457","Escherichia coli strain GEO_20_Down_C",,562,"WGS","GEO_20_Down_C",,,,"MLST.Escherichia_coli_1.410,MLST.Escherichia_coli_2.471",,,,"2019-01-15T00:00:00Z",,"PRJNA472583","SAMN09289738","GCA_004024375.1",,"QKPK01000000",,"The Ohio State University",,"Illumina MiSeq","100x","SPAdes v. 3.11",,,159,5028531,50.57753,5397,5276,,"water",,"2017","United States","United States",,,,,,,,,,,,,,,,,,,,,,,,,"CRE recovered from wastewater treatment plant effluent and nearby surface waters in the US","sample_type:culture",99.2,97.9,,,,"Good","2019-02-01T09:16:42.638Z","2019-02-01T09:16:42.638Z"
"562.45689","Escherichia coli strain EPA165",,562,"WGS","EPA165",,,,"MLST.Escherichia_coli_1.973,MLST.Escherichia_coli_2.597",,,,"2019-03-09T00:00:00Z",,"PRJNA524695","SAMN11031159","GCA_004336885.1",,"SJTD01000000",,"US EPA",,"Illumina HiSeq","255x","Unicycler v. 0.4.7",,6,116,5121860,50.525475,5199,4955,,"wastewater",,"2013",,"USA",,,,,,,,,,,,,,,,,,,,,,,,,"The occurrence of carbapenem-resistant E. coli (CREC) in wastewater is a potential concern because this matrix may serve as a reservoir for gene exchange and thereby increase the risk of antibiotic-resistant (AR) bacteria (including carbapenem-resistant) being disseminated into the environment and thence back to humans.","sample_type:pure culture",99.9,99,,,,"Good","2019-07-14T15:07:02.578Z","2019-07-14T15:07:02.578Z"
"562.45690","Escherichia coli strain EPA233",,562,"WGS","EPA233",,,,"MLST.Escherichia_coli_2.19,MLST.Escherichia_coli_1.156",,,,"2019-03-09T00:00:00Z",,"PRJNA524695","SAMN11031160","GCA_004336925.1",,"SJTC01000000",,"US EPA",,"Illumina HiSeq","328x","Unicycler v. 0.4.7",,11,70,4832030,50.731472,4850,4614,,"wastewater",,"2013",,"USA",,,,,,,,,,,,,,,,,,,,,,,,,"The occurrence of carbapenem-resistant E. coli (CREC) in wastewater is a potential concern because this matrix may serve as a reservoir for gene exchange and thereby increase the risk of antibiotic-resistant (AR) bacteria (including carbapenem-resistant) being disseminated into the environment and thence back to humans.","sample_type:pure culture",99.9,99.2,,,,"Good","2019-07-14T15:07:04.415Z","2019-07-14T15:07:04.415Z"
"562.45691","Escherichia coli strain EPA336",,562,"WGS","EPA336",,,,"MLST.Escherichia_coli_1.205,MLST.Escherichia_coli_2.537",,,,"2019-03-09T00:00:00Z",,"PRJNA524695","SAMN11031161","GCA_004336965.1",,"SJTB01000000",,"US EPA",,"Illumina HiSeq","293x","Unicycler v. 0.4.7",,2,68,4834640,50.72783,4885,4664,,"wastewater",,"2013",,"USA",,,,,,,,,,,,,,,,,,,,,,,,,"The occurrence of carbapenem-resistant E. coli (CREC) in wastewater is a potential concern because this matrix may serve as a reservoir for gene exchange and thereby increase the risk of antibiotic-resistant (AR) bacteria (including carbapenem-resistant) being disseminated into the environment and thence back to humans.","sample_type:pure culture",100,99.1,,,,"Good","2019-07-14T15:08:07.016Z","2019-07-14T15:08:07.016Z"
"564710.3","Vagococcus acidifermentans strain LMG 24798",,564710,"WGS","LMG 24798",,,,,,"LMG:24798",,"2018-12-17T00:00:00Z",,"PRJNA359498","SAMN06609010","GCA_003987655.1",,"NGKC01000000",,"Centers for Disease Control and Prevention",,"Illumina MiSeq","272.5x","SPAdes v. 3.10.1",,,40,2862533,44.342896,2915,2735,,"acidogenic fermentation biorector treating food wastewater",,"2008","South Korea","South Korea: Naju",,,,,,,,,,,,,,,,,,,,,,,,,"Select strains of various species within the Vagococcus genus were sequenced for a taxonomic evaluation","sample_type:cell culture",97.6,95.7,,,,"Good","2019-01-31T23:27:13.983Z","2019-01-31T23:27:13.983Z"
"571.311","Klebsiella oxytoca strain KONIH5",,571,"Complete","KONIH5",,,,"MLST.Klebsiella_oxytoca.85",,,,"2018-01-30T00:00:00Z",,"PRJNA430813","SAMN06040382","GCA_002906435.1",,"CP026275,CP026276,CP026277",,"NIH",,"PacBio RSII","187x","canu v. 1.3",1,2,3,6518214,55.59658,6606,6331,,"patients and hospital environment","isolated from patients and hospital environment","2015","United States","United States",,,,,"env_biome:wastewater/sludge","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",,99.5,97,100,,,"Good","2018-05-25T20:56:57.219Z","2018-05-25T20:56:57.219Z"
"571.312","Klebsiella oxytoca strain KONIH8",,571,"WGS","KONIH8",,,,"MLST.Klebsiella_oxytoca.202",,,,"2018-02-06T00:00:00Z",,"PRJNA430813","SAMN06040420","GCA_002918635.1",,"PQKN01000000",,"NIH",,"Illumina MiSeq","93x","SPAdes v. 3.6.0",,,140,6609050,55.61539,6949,6644,,"patients and hospital environment","isolated from patients and hospital environment","2016","United States","United States",,,,,"env_biome:wastewater/sludge","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",,99.8,97.8,100,,,"Good","2018-05-25T22:17:09.591Z","2018-05-25T22:17:09.591Z"
"571.314","Klebsiella oxytoca strain KONIH10",,571,"WGS","KONIH10",,,,"MLST.Klebsiella_oxytoca.84",,,,"2018-02-06T00:00:00Z",,"PRJNA430813","SAMN06040439","GCA_002918665.1",,"PQKO01000000",,"NIH",,"Illumina MiSeq","86x","SPAdes v. 3.6.0",,,96,6208234,55.908638,6380,6114,,"patients and hospital environment","isolated from patients and hospital environment","2016","United States","United States",,,,,"env_biome:wastewater/sludge","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",,99.3,97.3,100,0.4,,"Good","2018-05-25T22:16:58.266Z","2018-05-25T22:16:58.266Z"
"571.315","Klebsiella oxytoca strain KONIH6",,571,"WGS","KONIH6",,,,"MLST.Klebsiella_oxytoca.85",,,,"2018-02-06T00:00:00Z",,"PRJNA430813","SAMN06040383","GCA_002918695.1",,"PQKP01000000",,"NIH",,"Illumina MiSeq","85x","SPAdes v. 3.6.0",,,111,6420839,55.60476,6603,6307,,"patients and hospital environment","isolated from patients and hospital environment","2015","United States","United States",,,,,"env_biome:wastewater/sludge","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",,99.6,96.8,100,,,"Good","2018-05-25T22:15:53.175Z","2018-05-25T22:15:53.175Z"
"571.316","Klebsiella oxytoca strain KONIH7",,571,"WGS","KONIH7",,,,"MLST.Klebsiella_oxytoca.202",,,,"2018-02-06T00:00:00Z",,"PRJNA430813","SAMN06040392","GCA_002919605.1",,"PQKM01000000",,"NIH",,"Illumina MiSeq","85x","SPAdes v. 3.6.0",,,141,6626862,55.62963,6981,6670,,"patients and hospital environment","isolated from patients and hospital environment","2016","United States","United States",,,,,"env_biome:wastewater/sludge","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",,99.8,97.9,100,0.4,,"Good","2018-05-25T22:27:21.515Z","2018-05-25T22:27:21.515Z"
"571.317","Klebsiella oxytoca strain KONIH9",,571,"WGS","KONIH9",,,,"MLST.Klebsiella_oxytoca.85",,,,"2018-02-06T00:00:00Z",,"PRJNA430813","SAMN06040438","GCA_002919625.1",,"PQKQ01000000",,"NIH",,"Illumina MiSeq","89x","SPAdes v. 3.6.0",,,101,6425515,55.60244,6594,6302,,"patients and hospital environment","isolated from patients and hospital environment","2016","United States","United States",,,,,"env_biome:wastewater/sludge","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",,99.5,96.9,100,,,"Good","2018-05-25T22:27:11.046Z","2018-05-25T22:27:11.046Z"
"571.352","Klebsiella oxytoca strain SN1015-66",,571,"WGS","SN1015-66",,,,"MLST.Klebsiella_oxytoca.172",,,,"2018-08-22T00:00:00Z",,"PRJNA451179","SAMN08963300","GCA_003416995.1",,"QDDT01000000",,"Orebro University",,"Illumina MiSeq","120x","SPAdes v. 3.10.1",,,238,6412126,55.282116,6639,6346,,"river",,"Oct-2015","Sweden","Sweden",,,,,,,,,,,,,,,,,,,,,,,,,"The aim of this study was to evaluate the presence of CPE in wastewater and the recipient-river and lake water in �rebro, located in central Sweden, and to investigate the relationship of these bacteria to the clinical isolates obtained from patients in the same city by comparing the genotypic, phenotypic, and phyloproteomic profiles of the isolates.","collected_by:Faisal/Jana Jass",99.3,95.5,100,1.2,,"Good","2018-10-01T01:44:03.857Z","2018-10-01T01:44:03.857Z"
"571.353","Klebsiella oxytoca strain H6",,571,"WGS","H6",,,,"MLST.Klebsiella_oxytoca.172",,,,"2018-08-22T00:00:00Z",,"PRJNA451179","SAMN08963299","GCA_003417005.1",,"QDDU01000000",,"Orebro University",,"Illumina MiSeq","60x","SPAdes v. 3.10.1",,,290,6467686,54.94278,6685,6407,,"urine",,"2014","Sweden","Sweden",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"The aim of this study was to evaluate the presence of CPE in wastewater and the recipient-river and lake water in �rebro, located in central Sweden, and to investigate the relationship of these bacteria to the clinical isolates obtained from patients in the same city by comparing the genotypic, phenotypic, and phyloproteomic profiles of the isolates.","collected_by:US",99,93.1,100,5.1,,"Good","2018-10-01T01:44:55.008Z","2018-10-01T01:44:55.008Z"
"571.354","Klebsiella oxytoca strain H4",,571,"WGS","H4",,,,"MLST.Klebsiella_oxytoca.172",,,,"2018-08-22T00:00:00Z",,"PRJNA451179","SAMN08963297","GCA_003417035.1",,"QDDW01000000",,"Orebro University",,"Illumina MiSeq","60x","SPAdes v. 3.10.1",,,124,6251851,55.34964,6324,6051,,"tissue",,"2014","Sweden","Sweden",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"The aim of this study was to evaluate the presence of CPE in wastewater and the recipient-river and lake water in �rebro, located in central Sweden, and to investigate the relationship of these bacteria to the clinical isolates obtained from patients in the same city by comparing the genotypic, phenotypic, and phyloproteomic profiles of the isolates.","collected_by:US",99.5,97.2,100,,,"Good","2018-10-01T01:45:30.077Z","2018-10-01T01:45:30.077Z"
"571255.8","Ochrobactrum thiophenivorans strain DSM 7216",,571255,"WGS",,,,,,,"DSM:7216","Yes","2017-08-15T00:00:00Z",,"PRJNA391102","SAMN07258021","GCA_002252445.1",,"NNRJ00000000",,"Intercollegiate Faculty of Biotechnology UG&MUG",,"Illumina HiSeq2500","206.81x","CLC Genomics Workbench v. 9.5.1",,,77,4364783,51.65,4413,4368,,"wastewater",,,"Germany","Germany",,,,,,,,,,,,,,,,,,,,,,,,,"The primary goal of the study was to obtain genomic sequences of O. thiophenivorans, O. rhizosphaerae, O. grignonense and O. pseudogrignonense type strains, in order to enable genome-based phylogenetic and comparative study within the Ochrobactrum genus.","sample_type:cell culture;biomaterial_provider:DSMZ",98.7,97.2,98.8,4.8,,"Good","2017-09-28T20:21:32.988Z","2017-09-28T20:21:32.988Z"
"571438.10","Desulfovibrio legallii strain H1T",,571438,"WGS","H1T",,,,,,,,"2019-02-27T00:00:00Z",,"PRJNA498669","SAMN10320870","GCA_004309735.1",,"SIXC01000000",,"LMBA",,"Illumina HiSeq","12.0x","SPAdes v. 3.11.1",,,35,2675015,62.918247,2512,2262,,"wastewater digestor",,"2010","Tunisia","Tunisia: Tunis",,,,,,,,,,,,,,,,,,,,,,,,,"description of the first draft genome of Desulfovibrio legallis sp. nov","sample_type:wastewater",97.6,97,,,,"Good","2019-07-18T14:21:53.641Z","2019-07-18T14:21:53.641Z"
"573.12795","Klebsiella pneumoniae strain 704SK6",,573,"WGS","704SK6",,,,"MLST.Klebsiella_pneumoniae.437",,,,"2017-06-30T00:00:00Z",,"PRJNA391268","SAMN07260304",,,"CP022143,CP022144,CP022145,CP022146,CP022147",,"University of Zurich",,"PacBio","193.0x","SMRTAnalysis v. 2.3",,4,5,5745128,56.84,5897,5709,,"wastewater",,"Dec-2015","Switzerland","Switzerland:Basel",,,,,,,,,,,,,"Resistant;Susceptible","Computational Prediction",,,,,,,,,,,"Full genome sequencing of AMR enterobacteria isolated from food and the environment","sample_type:water",99.7,98.1,100,1.3,,"Good","2017-07-23T03:03:03.180Z","2017-07-23T03:03:03.180Z"
"573.17821","Klebsiella pneumoniae strain KPNIH50",,573,"Complete","KPNIH50",,,,"MLST.Klebsiella_pneumoniae.252",,,,"2018-01-29T00:00:00Z",,"PRJNA430813","SAMN06040389","GCA_002903005.1",,"CP026177,CP026175,CP026174,CP026176,CP026172,CP026173",,"NIH",,"PacBio RSII","214x","canu v. 1.3",1,5,6,6209759,56.354553,6676,6417,,"patients and hospital environment","isolated from patients and hospital environment","2016","United States","United States",,,,,"env_biome:wastewater/sludge","Human, Homo sapiens",,,,,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",,99.9,98.3,100,0.7,,"Good","2018-05-25T20:31:12.607Z","2018-05-25T20:31:12.607Z"
"573.17822","Klebsiella pneumoniae strain KPNIH49",,573,"Complete","KPNIH49",,,,"MLST.Klebsiella_pneumoniae.359",,,,"2018-01-29T00:00:00Z",,"PRJNA430813","SAMN06040388","GCA_002903025.1",,"CP026178,CP026179,CP026182,CP026186,CP026181,CP026180,CP026185,CP026184,CP026183",,"NIH",,"PacBio RSII","250x","canu v. 1.5",1,8,9,6374553,56.209274,6853,6591,,"patients and hospital environment","isolated from patients and hospital environment","2016","United States","United States",,,,,"env_biome:wastewater/sludge","Human, Homo sapiens",,,,,,,"Resistant;Susceptible","Computational Prediction",,,,,,,,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",,99.1,97,100,1,,"Good","2018-05-25T20:34:01.780Z","2018-05-25T20:34:01.780Z"
"573.17885","Klebsiella pneumoniae strain KPNIH51",,573,"WGS","KPNIH51",,,,"MLST.Klebsiella_pneumoniae.359",,,,"2018-02-06T00:00:00Z",,"PRJNA430813","SAMN06040419","GCA_002920305.1",,"PQKF01000000",,"NIH",,"Illumina MiSeq","96x","SPAdes v. 3.6.0",,,179,6054379,56.342854,6608,6321,,"patients and hospital environment","isolated from patients and hospital environment","2016","United States","United States",,,,,"env_biome:wastewater/sludge","Human, Homo sapiens",,,,,,,"Resistant;Susceptible","Computational Prediction",,,,,,,,,,,"Carbapenem Resistant Enterobacteriaceae strains including Klebsiella, Escherichia, Enterobacter, Citrobacter and Pantoea species isolated from patients and hospital environment.",,99.1,97,100,1,,"Good","2018-05-25T22:28:58.993Z","2018-05-25T22:28:58.993Z"
