EC,description,uniprot,transferred,unspecific_ec
4.2.1.6,Galactonate dehydratase.,B1LPS5 B1LL17 A7MN07 A7ZTP7 B7MGB3 B7L836 B7NQZ2 B7N1Z6 B7M4I1 C4ZYW9 B1X9C1 A8A6F2 A1AHM7 Q0TB15 B1IYQ2 Q6BF17 B7NF09 B6I3S5 Q1R4P4 A4W4R9 B7LK34 B5XW18 A6TFZ4 Q6CYT9 B2UCA8 Q8XVS8 Q57I11 B5FN00 B5QUN9 B5RFZ8 B4TA81 B4SY97 A9MWL9 B5BIK9 Q8ZKZ1 A8G7R4 C5CZC3 A1WPC7 Q8PLN0 Q3BUN6 Q4UTT5 B0RTW1 Q8P9V1 Q2P1Q3 B2SV55 Q6L1T2 Q97U27,FALSE,4.2.1
4.2.1.60,Transferred entry: 4.2.1.59,Q8TGA1 A3N3I3 B3H2V8 B0BTG8 A6VPA5 Q7D235 B9JGS3 B9JYL4 Q0VRB5 B6ELS3 Q0A8W4 C1DLY7 Q1LT61 Q7U352 Q492P4 Q89WC3 A5E877 A4YJF9 B2S9G5 Q2YQQ8 Q57A93 A9MA02 C0RG54 P64103 A5VTB9 B0CK19 P64104 B0T7B6 Q9A246 B8GVZ8 B3PK88 Q11BB9 Q1R0D9 A8AIC5 Q47Z14 A7MEX0 A7ZK57 B7UN33 B7MHQ6 B7LE54 P0A6Q4 B5YT84 B7NM20 B7MS65 B7M883 C4ZQ80 B1X8Q8 A7ZYQ6 Q0TJA7 Q8FJ83 B1IVX8 P0A6Q3 B7N3B6 B6I928 B1LJQ9 Q1RDR0 C5BD83 A4W8W6 B2VDE7 B7LNW4 Q7U343 Q4QKK1 A5UEY7 P45159 B8F8M2 Q0I3F9 Q2S8H5 A1WT00 C4K8W9 Q31E87 Q0BWN5 Q5QYY0 B5XY51 A6T748 Q65TA9 Q0AK52 A6W357 Q603C9 Q1H026 Q1QS54 Q3J9C3 Q3SWN9 A6WWV7 B6JCR2 Q9CNE8 Q6D6D7 C6DKY2 Q7MB46 Q6LR96 B4EVD3 Q48K61 Q15UB1 A6V7I3 B7UVB1 Q02K95 O33877 Q1I7M6 Q4KFX0 C3K743 Q3IGG9 A4XV59 A5W140 Q3K8F5 B0KNV6 Q88FC4 B1JAU1 Q883Y6 Q4ZUV9 A4VKR6 Q98BH8 Q92SV8 Q2J2I6 Q07V18 P61450 Q21CG2 Q13EM9 B3QAA3 Q21M18 B5F1V1 A9MHT5 Q57QT6 B5FQZ7 B5QZF7 B5R6C0 B4TDZ4 B4T1Z7 Q5PGD2 A9N6X4 C0Q8D8 B5BBL3 B4TSI0 P64106 P64105 A8GCL5 A1S606 B8E711 A3D5P5 A6WPK1 A9L586 Q12LD1 Q07ZR8 B0TIX2 A3QDY5 Q8EFV9 A8H3Y6 A4Y5X9 B8CPF2 A0KVM1 A8FW54 Q0HJZ4 Q0HW95 A1RKL7 B1KDN5 B2TTU1 Q31YL7 Q32HV2 P0A6Q5 Q3Z3G7 C3MC75 A6UF38 Q2NU74 B4SIF4 B2FLR1 C5BQA1 A5F850 A7N0M3 Q9KS00 C3LMG6 Q5E5A9 B5FE24 Q87PC5 Q8D9H3 Q7M7J5 Q8D2Q4 Q8PGJ2 Q3BP41 Q4UQI1 B0RVP4 Q8PCW9 Q2P7N0 Q5H4V4 B2I7H0 Q9PFT5 B0U452 Q87B86 A1JMS5 A7FJT3 Q1CA31 Q8ZG80 A9R7H1 Q1CGK4 Q66CF3 Q820V3 Q9CI03 Q820T5 Q9CHF4 B0CD44 A1TN80 Q6FCG4 A3M649 A5G1A8 A1W907 A3MZC6 B3H0S2 B0BTR2 A6VQJ7 A0KHH4 A4SQH1 Q8UFL4 B9JEX9 B9JX24 Q0VQE6 Q0A7J0 A6TK84 A8MJT5 B8JFW8 Q2IPX8 A7H9D5 B9KGV7 Q5P9S6 Q2GIR2 B4UGV1 Q3MH14 B7GMC9 O66468 A8EWV6 Q5NZG4 A8I489 A1K6R0 C1DST5 C3P1B5 C3LEN8 A0RL73 Q81JE0 B7JGJ1 P61451 B7IQT1 C1F0K1 B7HFH4 B7HY36 A7GV29 B9IRQ9 Q814Y7 Q630Y5 Q9K6J4 Q6HB06 Q65E26 A8FI72 Q5WB97 P94584 A7Z9L0 A9VRC6 A1USE6 Q8VQ22 Q6G1J5 A9ISM5 Q1LSU7 Q7VRD5 Q493C1 Q2L150 Q7WJ83 Q7WA49 A9INS6 Q7VYB9 Q89KQ3 A5EK45 A4YVF6 B2S602 Q2YRQ4 P0C104 A9M5G5 C0RJC1 Q8YHG9 A5VQS4 B0CGV0 Q8G0E4 B8D935 Q8K9S4 B8D7D9 Q89AN9 B1YS63 Q1BHH1 B1JUD9 A0K8D2 Q0BE26 Q39F54 A9AIM5 A3MKT1 A2SB84 Q62JD5 A1V557 A3NWL9 Q3JR40 A3NAT6 Q63T23 Q2SWY7 A4JF64 B9MLD4 Q8RD71 A4XJ81 A7ZFK2 A7GWE7 A0RMT3 A7I313 A8FK62 A7H598 Q9PIM2 A1VXZ7 Q5HWJ3 B9KDS7 Q3A902 B0SZ10 Q9A714 B8GWR2 B3PBQ9 Q11II9 A9WAA2 Q5L724 B8GBH2 Q820F1 Q252U9 Q9PJL0 Q9Z7Q3 B9LCV3 B0B8A6 Q3KLG5 B0B9Y5 O84537 Q1R022 Q7NVY3 Q97DA9 A7FPN7 C3KWF0 A6LSC8 B2V3S4 B2THK9 A5I7X1 C1FNK0 B1IH50 A7GJJ2 B1KU67 B8I063 B9DY11 A5N4E8 A0PXC3 Q0TRG5 Q8XLG8 Q0STU4 Q899N7 A3DIP5 Q485F9 B6J8K8 B6J167 A9KC35 A9NC99 Q820W7 A7MI19 Q1LNE7 Q0KA27 Q470E8 B3R2A6 Q47F81 Q1IZ55 Q9RVF5 Q312H2 Q6AJ07 A4J952 P61452 B8DJ60 A1VBV0 A5EV60 A8LK44 A7ZHS0 B7UJ81 B7MBG1 B7LGP2 P0A6Q8 B5Z0F9 B7NIE2 B7MP40 B7M1Y3 C4ZRS2 B1XD49 A7ZWC6 Q0TLF3 P0A6Q7 B1IQG1 P0A6Q6 B7N847 B6HZF4 B1LGY2 Q3YQV9 Q2GFC5 Q5FGI7 Q5HA53 A4W6S5 B2VHX7 Q2NBT4 B7LW77 B1YMP6 C4KYQ6 B0TXG6 Q14G53 A7NAP4 Q2A4P5 B2SFX1 A0Q7Y1 Q0BN21 Q5NEQ0 A4IWJ5 Q8R690 Q5KUM2 Q39T45 P61453 C5D965 A4ITF6 A5G6H7 Q7NJG6 A9HKU2 Q5FPY6 Q0BTL1 Q7VM25 Q4QLM4 A5UD42 A5UII9 P45012 Q0I4M3 Q2SBQ9 A1WX12 Q17ZK2 Q7U319 B6JNP2 B5Z920 Q1CRN3 Q9ZJL6 B2UVE0 O25928 A9AYK6 A4G4T2 B0UW60 Q31G53 B4U908 Q5R0Z2 A6SZP0 Q28PJ4 B5Y1J1 A6T4Y2 Q1IV59 Q03RV0 A8YXS1 A2RM26 Q030J2 Q88WG9 Q1WUR8 Q38XF8 C1DAE9 Q1MPK3 Q5X7N3 A5IH87 Q5ZY62 Q5WZ34 Q927W9 C1KYU1 Q71WQ4 B8DBI6 Q8Y4C6 A0ALK8 B9E8E3 A0L8R5 Q2W4D4 Q65VE3 A1U3P3 A6VUT3 Q604U1 Q1H150 B8INJ5 B1LTP5 B0UQ04 B0JIT3 Q2RLY7 Q1D386 B2A8L3 Q5F5W5 B4RR12 A9M3S9 Q9JX28 P95378 A1KRL1 Q0AEI4 Q82U05 Q1QMM7 Q2YB97 Q3JCW5 A6Q2E5 Q3SRI2 Q8YUR4 Q2G8K0 Q8EMB1 A6X0K0 Q04DN4 A7HY08 Q6ME73 Q9CJK9 Q6D8D2 Q03FV9 Q3A554 A5CYG8 Q18CL9 A9BK14 Q7N8N6 Q6LN35 A4SYU0 A1VN51 B1XTV4 Q12A42 A3PEH0 A8G6E7 A2BY43 Q319F1 Q7TV98 B4F259 Q7V5X4 Q7V0D0 A2BSQ8 Q48F70 Q15WF2 A6V1E3 B7V7U3 Q02RB7 Q9HXY7 Q1I637 Q4KHG5 C3K606 Q3IIY5 A8F4B1 A4XWT0 A5W839 Q3KHA1 B0KSB0 Q88MG9 B1JBP9 Q886N2 Q4ZWR7 A4VJT2 Q4FRI3 A1SYV2 Q8XZI0 B3PYQ1 Q2K8X8 Q1MH45 Q98MC5 B5ZN92 Q92Q46 Q21WX9 Q2IW90 Q07NI3 P61454 Q215D9 Q136B4 B3Q7J4 Q2RTZ9 A3PJG5 Q3J2W6 A4WUH0 B9KRU8 C3PM37 A8GLS1 A8GUZ3 Q1RH95 A8EX77 Q92JQ8 Q4UNK0 A8F0C4 Q9ZED4 C4K0C2 P32204 B0BVR4 A8GQC9 Q68XZ5 A7NN83 Q166E7 A5UXY2 Q1AW85 Q5LSU4 Q1GGS8 A1AWK0 Q21HI3 B5F8U1 A9MPI1 Q57T28 B5FJ27 B5R419 B5RHG5 B4TK55 B4SV09 Q5PD74 A9N0T0 C0Q6K3 B5BAN7 B4TYE0 P0A1I0 P0A1H9 A1S4Q1 B8E7Q5 A3D2L6 A6WLB7 A9KUL6 Q12NX6 Q085D1 B0TP72 A3QG92 Q8EGG4 A8H6K5 A4Y554 A0KZ12 A8FY31 Q0HGW6 Q0HT73 A1RLL6 B1KNT2 B2U323 Q325W0 Q32JS9 P0A6Q9 Q3Z5H8 C3MBR1 A6U8L1 Q2NRL8 Q01T92 A9GEI9 Q1GRR0 A5V3H2 A7X4T7 A6U3I4 Q2FF28 Q2FWF5 A5IUP4 Q2YUK5 Q5HEA1 A6QIU3 P64107 P64108 Q6GEX6 Q6G7L1 A8Z4Z7 P64109 B9DMG5 Q5HMC3 Q8CNJ9 Q4L7Y0 Q49Z46 Q3K331 Q8E720 Q8E1K3 C0M854 B4U1C0 A8AYV7 Q8DSN8 P64110 Q04M51 P0DB02 B5E1N7 Q5XAE7 C1C5G1 P64111 Q1JA95 Q1JKE7 Q1J590 A2RCX7 B1I9L8 B8ZLJ0 Q48RS4 P59201 P0DB03 B2ILW9 B5XHX8 P59202 A4W3M3 C0ME11 A3CQ53 Q5M177 Q5M5R4 Q03M48 B9DVE2 C1CCI9 C1CIS5 C1CPT4 Q30QJ2 A6Q9A8 Q67T91 Q31PQ9 A0LPR6 Q2JTA0 Q2JI59 B1XLC7 Q5N4G7 A5GN68 Q7U8Q6 A5GV11 Q0I811 Q3AZF3 Q3AHS6 Q0AVV9 P73848 C5BQG6 Q8DI01 Q9WZQ8 B9KAH0 A5IIY3 B0K7E6 B0K1H6 B9KYV7 B1LCM9 Q72HM3 Q5SHB5 Q3SKN0 B8GQ61 C4L853 C5CKT1 A1WHV3 A5CWN9 A5F629 A7MY04 Q9KPW3 C3LQ21 Q5E3F0 B5F9W5 Q87ME8 B7VIQ7 Q8DBF0 Q7M7J1 P61455 B3CMM1 Q7MAS2 Q5GTN0 C0R4H1 Q8PML6 Q3BVL5 Q4USP9 B0RW77 Q8PAW4 Q2P4B6 B2SR10 Q5H1F1 B2I7P0 Q9PEI4 B0U238 Q87EI3 A1JP70 P32205 A7FFI0 Q1CAM3 B2JZ23 Q8ZH57 A9R385 Q1CFF8 A4TL80 Q667K0 B1JQH1 Q9X5F5 P34731 Q9UUG0 P34229 P07149 Q71SP7 P12276 P49327 P19096 P12785 M2XHU6 Q8A015 Q8KBX0 Q7MXT8 Q92215,TRUE,4.2.1
4.2.1.61,Transferred entry: 4.2.1.59,Q8TGA1 A3N3I3 B3H2V8 B0BTG8 A6VPA5 Q7D235 B9JGS3 B9JYL4 Q0VRB5 B6ELS3 Q0A8W4 C1DLY7 Q1LT61 Q7U352 Q492P4 Q89WC3 A5E877 A4YJF9 B2S9G5 Q2YQQ8 Q57A93 A9MA02 C0RG54 P64103 A5VTB9 B0CK19 P64104 B0T7B6 Q9A246 B8GVZ8 B3PK88 Q11BB9 Q1R0D9 A8AIC5 Q47Z14 A7MEX0 A7ZK57 B7UN33 B7MHQ6 B7LE54 P0A6Q4 B5YT84 B7NM20 B7MS65 B7M883 C4ZQ80 B1X8Q8 A7ZYQ6 Q0TJA7 Q8FJ83 B1IVX8 P0A6Q3 B7N3B6 B6I928 B1LJQ9 Q1RDR0 C5BD83 A4W8W6 B2VDE7 B7LNW4 Q7U343 Q4QKK1 A5UEY7 P45159 B8F8M2 Q0I3F9 Q2S8H5 A1WT00 C4K8W9 Q31E87 Q0BWN5 Q5QYY0 B5XY51 A6T748 Q65TA9 Q0AK52 A6W357 Q603C9 Q1H026 Q1QS54 Q3J9C3 Q3SWN9 A6WWV7 B6JCR2 Q9CNE8 Q6D6D7 C6DKY2 Q7MB46 Q6LR96 B4EVD3 Q48K61 Q15UB1 A6V7I3 B7UVB1 Q02K95 O33877 Q1I7M6 Q4KFX0 C3K743 Q3IGG9 A4XV59 A5W140 Q3K8F5 B0KNV6 Q88FC4 B1JAU1 Q883Y6 Q4ZUV9 A4VKR6 Q98BH8 Q92SV8 Q2J2I6 Q07V18 P61450 Q21CG2 Q13EM9 B3QAA3 Q21M18 B5F1V1 A9MHT5 Q57QT6 B5FQZ7 B5QZF7 B5R6C0 B4TDZ4 B4T1Z7 Q5PGD2 A9N6X4 C0Q8D8 B5BBL3 B4TSI0 P64106 P64105 A8GCL5 A1S606 B8E711 A3D5P5 A6WPK1 A9L586 Q12LD1 Q07ZR8 B0TIX2 A3QDY5 Q8EFV9 A8H3Y6 A4Y5X9 B8CPF2 A0KVM1 A8FW54 Q0HJZ4 Q0HW95 A1RKL7 B1KDN5 B2TTU1 Q31YL7 Q32HV2 P0A6Q5 Q3Z3G7 C3MC75 A6UF38 Q2NU74 B4SIF4 B2FLR1 C5BQA1 A5F850 A7N0M3 Q9KS00 C3LMG6 Q5E5A9 B5FE24 Q87PC5 Q8D9H3 Q7M7J5 Q8D2Q4 Q8PGJ2 Q3BP41 Q4UQI1 B0RVP4 Q8PCW9 Q2P7N0 Q5H4V4 B2I7H0 Q9PFT5 B0U452 Q87B86 A1JMS5 A7FJT3 Q1CA31 Q8ZG80 A9R7H1 Q1CGK4 Q66CF3 Q820V3 Q9CI03 Q820T5 Q9CHF4 B0CD44 A1TN80 Q6FCG4 A3M649 A5G1A8 A1W907 A3MZC6 B3H0S2 B0BTR2 A6VQJ7 A0KHH4 A4SQH1 Q8UFL4 B9JEX9 B9JX24 Q0VQE6 Q0A7J0 A6TK84 A8MJT5 B8JFW8 Q2IPX8 A7H9D5 B9KGV7 Q5P9S6 Q2GIR2 B4UGV1 Q3MH14 B7GMC9 O66468 A8EWV6 Q5NZG4 A8I489 A1K6R0 C1DST5 C3P1B5 C3LEN8 A0RL73 Q81JE0 B7JGJ1 P61451 B7IQT1 C1F0K1 B7HFH4 B7HY36 A7GV29 B9IRQ9 Q814Y7 Q630Y5 Q9K6J4 Q6HB06 Q65E26 A8FI72 Q5WB97 P94584 A7Z9L0 A9VRC6 A1USE6 Q8VQ22 Q6G1J5 A9ISM5 Q1LSU7 Q7VRD5 Q493C1 Q2L150 Q7WJ83 Q7WA49 A9INS6 Q7VYB9 Q89KQ3 A5EK45 A4YVF6 B2S602 Q2YRQ4 P0C104 A9M5G5 C0RJC1 Q8YHG9 A5VQS4 B0CGV0 Q8G0E4 B8D935 Q8K9S4 B8D7D9 Q89AN9 B1YS63 Q1BHH1 B1JUD9 A0K8D2 Q0BE26 Q39F54 A9AIM5 A3MKT1 A2SB84 Q62JD5 A1V557 A3NWL9 Q3JR40 A3NAT6 Q63T23 Q2SWY7 A4JF64 B9MLD4 Q8RD71 A4XJ81 A7ZFK2 A7GWE7 A0RMT3 A7I313 A8FK62 A7H598 Q9PIM2 A1VXZ7 Q5HWJ3 B9KDS7 Q3A902 B0SZ10 Q9A714 B8GWR2 B3PBQ9 Q11II9 A9WAA2 Q5L724 B8GBH2 Q820F1 Q252U9 Q9PJL0 Q9Z7Q3 B9LCV3 B0B8A6 Q3KLG5 B0B9Y5 O84537 Q1R022 Q7NVY3 Q97DA9 A7FPN7 C3KWF0 A6LSC8 B2V3S4 B2THK9 A5I7X1 C1FNK0 B1IH50 A7GJJ2 B1KU67 B8I063 B9DY11 A5N4E8 A0PXC3 Q0TRG5 Q8XLG8 Q0STU4 Q899N7 A3DIP5 Q485F9 B6J8K8 B6J167 A9KC35 A9NC99 Q820W7 A7MI19 Q1LNE7 Q0KA27 Q470E8 B3R2A6 Q47F81 Q1IZ55 Q9RVF5 Q312H2 Q6AJ07 A4J952 P61452 B8DJ60 A1VBV0 A5EV60 A8LK44 A7ZHS0 B7UJ81 B7MBG1 B7LGP2 P0A6Q8 B5Z0F9 B7NIE2 B7MP40 B7M1Y3 C4ZRS2 B1XD49 A7ZWC6 Q0TLF3 P0A6Q7 B1IQG1 P0A6Q6 B7N847 B6HZF4 B1LGY2 Q3YQV9 Q2GFC5 Q5FGI7 Q5HA53 A4W6S5 B2VHX7 Q2NBT4 B7LW77 B1YMP6 C4KYQ6 B0TXG6 Q14G53 A7NAP4 Q2A4P5 B2SFX1 A0Q7Y1 Q0BN21 Q5NEQ0 A4IWJ5 Q8R690 Q5KUM2 Q39T45 P61453 C5D965 A4ITF6 A5G6H7 Q7NJG6 A9HKU2 Q5FPY6 Q0BTL1 Q7VM25 Q4QLM4 A5UD42 A5UII9 P45012 Q0I4M3 Q2SBQ9 A1WX12 Q17ZK2 Q7U319 B6JNP2 B5Z920 Q1CRN3 Q9ZJL6 B2UVE0 O25928 A9AYK6 A4G4T2 B0UW60 Q31G53 B4U908 Q5R0Z2 A6SZP0 Q28PJ4 B5Y1J1 A6T4Y2 Q1IV59 Q03RV0 A8YXS1 A2RM26 Q030J2 Q88WG9 Q1WUR8 Q38XF8 C1DAE9 Q1MPK3 Q5X7N3 A5IH87 Q5ZY62 Q5WZ34 Q927W9 C1KYU1 Q71WQ4 B8DBI6 Q8Y4C6 A0ALK8 B9E8E3 A0L8R5 Q2W4D4 Q65VE3 A1U3P3 A6VUT3 Q604U1 Q1H150 B8INJ5 B1LTP5 B0UQ04 B0JIT3 Q2RLY7 Q1D386 B2A8L3 Q5F5W5 B4RR12 A9M3S9 Q9JX28 P95378 A1KRL1 Q0AEI4 Q82U05 Q1QMM7 Q2YB97 Q3JCW5 A6Q2E5 Q3SRI2 Q8YUR4 Q2G8K0 Q8EMB1 A6X0K0 Q04DN4 A7HY08 Q6ME73 Q9CJK9 Q6D8D2 Q03FV9 Q3A554 A5CYG8 Q18CL9 A9BK14 Q7N8N6 Q6LN35 A4SYU0 A1VN51 B1XTV4 Q12A42 A3PEH0 A8G6E7 A2BY43 Q319F1 Q7TV98 B4F259 Q7V5X4 Q7V0D0 A2BSQ8 Q48F70 Q15WF2 A6V1E3 B7V7U3 Q02RB7 Q9HXY7 Q1I637 Q4KHG5 C3K606 Q3IIY5 A8F4B1 A4XWT0 A5W839 Q3KHA1 B0KSB0 Q88MG9 B1JBP9 Q886N2 Q4ZWR7 A4VJT2 Q4FRI3 A1SYV2 Q8XZI0 B3PYQ1 Q2K8X8 Q1MH45 Q98MC5 B5ZN92 Q92Q46 Q21WX9 Q2IW90 Q07NI3 P61454 Q215D9 Q136B4 B3Q7J4 Q2RTZ9 A3PJG5 Q3J2W6 A4WUH0 B9KRU8 C3PM37 A8GLS1 A8GUZ3 Q1RH95 A8EX77 Q92JQ8 Q4UNK0 A8F0C4 Q9ZED4 C4K0C2 P32204 B0BVR4 A8GQC9 Q68XZ5 A7NN83 Q166E7 A5UXY2 Q1AW85 Q5LSU4 Q1GGS8 A1AWK0 Q21HI3 B5F8U1 A9MPI1 Q57T28 B5FJ27 B5R419 B5RHG5 B4TK55 B4SV09 Q5PD74 A9N0T0 C0Q6K3 B5BAN7 B4TYE0 P0A1I0 P0A1H9 A1S4Q1 B8E7Q5 A3D2L6 A6WLB7 A9KUL6 Q12NX6 Q085D1 B0TP72 A3QG92 Q8EGG4 A8H6K5 A4Y554 A0KZ12 A8FY31 Q0HGW6 Q0HT73 A1RLL6 B1KNT2 B2U323 Q325W0 Q32JS9 P0A6Q9 Q3Z5H8 C3MBR1 A6U8L1 Q2NRL8 Q01T92 A9GEI9 Q1GRR0 A5V3H2 A7X4T7 A6U3I4 Q2FF28 Q2FWF5 A5IUP4 Q2YUK5 Q5HEA1 A6QIU3 P64107 P64108 Q6GEX6 Q6G7L1 A8Z4Z7 P64109 B9DMG5 Q5HMC3 Q8CNJ9 Q4L7Y0 Q49Z46 Q3K331 Q8E720 Q8E1K3 C0M854 B4U1C0 A8AYV7 Q8DSN8 P64110 Q04M51 P0DB02 B5E1N7 Q5XAE7 C1C5G1 P64111 Q1JA95 Q1JKE7 Q1J590 A2RCX7 B1I9L8 B8ZLJ0 Q48RS4 P59201 P0DB03 B2ILW9 B5XHX8 P59202 A4W3M3 C0ME11 A3CQ53 Q5M177 Q5M5R4 Q03M48 B9DVE2 C1CCI9 C1CIS5 C1CPT4 Q30QJ2 A6Q9A8 Q67T91 Q31PQ9 A0LPR6 Q2JTA0 Q2JI59 B1XLC7 Q5N4G7 A5GN68 Q7U8Q6 A5GV11 Q0I811 Q3AZF3 Q3AHS6 Q0AVV9 P73848 C5BQG6 Q8DI01 Q9WZQ8 B9KAH0 A5IIY3 B0K7E6 B0K1H6 B9KYV7 B1LCM9 Q72HM3 Q5SHB5 Q3SKN0 B8GQ61 C4L853 C5CKT1 A1WHV3 A5CWN9 A5F629 A7MY04 Q9KPW3 C3LQ21 Q5E3F0 B5F9W5 Q87ME8 B7VIQ7 Q8DBF0 Q7M7J1 P61455 B3CMM1 Q7MAS2 Q5GTN0 C0R4H1 Q8PML6 Q3BVL5 Q4USP9 B0RW77 Q8PAW4 Q2P4B6 B2SR10 Q5H1F1 B2I7P0 Q9PEI4 B0U238 Q87EI3 A1JP70 P32205 A7FFI0 Q1CAM3 B2JZ23 Q8ZH57 A9R385 Q1CFF8 A4TL80 Q667K0 B1JQH1 Q9X5F5 P34731 Q9UUG0 P34229 P07149 Q71SP7 P12276 P49327 P19096 P12785 M2XHU6 Q8A015 Q8KBX0 Q7MXT8 Q92215,TRUE,4.2.1
4.2.1.63,Transferred entry: 3.3.2.9 3.3.2.10,Q8MZR6 Q8MZR5 Q6U6J0 P07099 Q25489 Q9D379 P79381 P04068 P07687 G5EBI4 G5EDL5 I6YGS0 P95276 I6YC03 O33283 Q9H6B9 Q3V1F8 Q0IIS3 P80048 Q06816 O52866 P34913 P34914 Q6Q2C2 P80299,TRUE,4.2.1
4.2.1.64,Transferred entry: 3.3.2.9 3.3.2.10,Q8MZR6 Q8MZR5 Q6U6J0 P07099 Q25489 Q9D379 P79381 P04068 P07687 G5EBI4 G5EDL5 I6YGS0 P95276 I6YC03 O33283 Q9H6B9 Q3V1F8 Q0IIS3 P80048 Q06816 O52866 P34913 P34914 Q6Q2C2 P80299,TRUE,4.2.1
4.2.1.65,3-cyanoalanine hydratase.,Q5QGZ8 Q42965 Q3LRV4 P46011,FALSE,4.2.1
4.2.1.66,Cyanide hydratase.,Q7Z8M6 A9QXE0 G2XQT1 C8V9R7 Q96UG7 P32963 I1RP53 Q9P8V3 P32964 Q7RVT0 B6HCY4 E3RV84,FALSE,4.2.1
4.2.1.68,L-fuconate dehydratase.,Q2KIA9 Q7L5Y1 Q5RAT4 Q6INX4 Q8P3K2,FALSE,4.2.1
4.2.1.69,Cyanamide hydratase.,P22143 P0CH63 P0CH64,FALSE,4.2.1
4.2.1.7,Altronate dehydratase.,O34673 P42604,FALSE,4.2.1
4.2.1.70,Pseudouridylate synthase.,Q7N4X5 Q1MFZ6 Q7MZE1 Q1M4T3 A9NGD7 A6TL60 B8JB61 C0QZV6 C0ZIY1 Q8RCT3 B9LGZ1 A7GCK7 B5Y6G9 B3GW58 Q46PS3 Q9RS16 C6CFY1 A8LQI0 P33025 A7HMA1 Q0RBB8 C1AA54 Q5L078 B8F668 Q2SM69 A9B4S4 Q28PY7 C5CDZ1 Q5ZU79 B1HV79 B8II14 A5IXG3 Q1D739 A1SQN1 A1B316 A9BJN0 A8F8N4 Q98NQ8 B6IRJ4 Q165S4 A5UT22 Q1AYR4 A4F929 A4X4Y7 A8GCG3 Q01RY8 A9GT78 Q8NYD0 B1W0X1 Q67N11 B7ID34 Q9X1H5 B9K8C2 A5IMC0 B1LBK3 Q72JF9 Q9USY1,FALSE,4.2.1
4.2.1.75,Uroporphyrinogen-III synthase.,O48721 O30120 P21248 Q59335 Q8KCJ3 Q59294 P09126 P10746 Q58401 O26268 P51163 Q10QR9 Q59683 P48246 Q9L6Q3 P87214 P42452 P06174,FALSE,4.2.1
4.2.1.76,"UDP-glucose 4,6-dehydratase.",Q9SYM5 Q9LPG6 Q9LH76,FALSE,4.2.1
4.2.1.77,Trans-L-3-hydroxyproline dehydratase.,A9CH01 B9K4G4 V5YXI5 Q73CS0 Q81HB1 Q6HMS9 Q3SX04 Q8G2I3 A0B0B8 Q0B950 Q485S0 Q96EM0 A0NXQ9 Q9CXA2 A1B195 Q5RC28 Q9I489 Q92WR9 P0DKB4 B1KJ76 D7A0Y1 Q66II5 A8H392,FALSE,4.2.1
4.2.1.78,(S)-norcoclaurine synthase.,A2A1A0 Q4QTJ2 A2A1A1 Q4QTJ1 Q67A25,FALSE,4.2.1
4.2.1.79,2-methylcitrate dehydratase.,Q8NSH9 Q8NSL3 P45859 Q937N6 Q54IJ0 Q8X693 P77243 H8F0D6 O06582 Q8Z903 P74840 Q6C354 Q12428,FALSE,4.2.1
4.2.1.8,Mannonate dehydratase.,Q1QT89 C6CBG9 E1V4Y0 B0T0B1 Q9A4L8 B0T4L2 Q9AAR4 B3PDB1 Q8FHC7 D8ADB5 A4WA78 B1ELW6 A6VRA1 A4XF23 C6D9S0 B5RAG0 Q1NAJ2 A5V6Z0 D9UNB2 G7TAD9 Q8UAW0 Q9KDZ8 Q65L04 Q8UA46 Q9KEZ3 Q65IW0 Q5LIV6 Q650A0 Q5WKD5 O34346 Q8A7U2 C0QWB0 A9MCA1 C0RLW2 Q8YCQ4 A9WZA3 Q8FVM2 B4EKS2 Q396Y9 Q1QT83 Q97JF4 Q8XP15 A7MLL8 B3R1A0 Q6A5D2 A7ZVL9 B7UQW0 B7MML2 B7LDX2 Q8XEG9 B5Z3R0 B7NV92 B7MT80 B7LXN0 C4ZT10 A8A847 A1AJI8 Q0T8Y5 P0A4R9 B1ISA3 P24215 B7NGX8 B6I2K2 B1LDQ8 Q1R2J3 C5BG25 A4WCK2 Q82ZC9 B7LQG3 A5FC71 Q9ZFL7 A4IP74 Q4QPI9 A5UB85 A5UFM4 P44488 Q0I586 B0URI0 Q03U06 Q9CF50 A2RJK2 A9KMJ6 Q65V66 A6VZ12 Q2RLC8 Q8EL21 B2TGB8 Q6D882 C6DAZ5 Q7N9Y1 Q6LG56 A1SR92 Q987X5 Q92WB5 Q21L94 B5F621 A9MQM1 Q57JY0 B5FUZ9 B5QYB0 B5RE94 B4THM6 B4T5P6 Q5PMP2 A9N4U5 C0PYB4 B5BFU8 B4TVB1 P0A2M8 P0A2M7 A8GGU6 B2TYW4 Q31T20 Q0SXM7 P0A4S0 Q3YU59 A9EVN4 Q4L321 Q3K203 Q8E6A2 Q8E0M8 B4U238 C1CAV6 A4W1U2 A4VVI4 B9DSL8 Q9WXS4 Q60040 B9K767 A5IL01 B1LA82 C4LCH1 B1GZ70 Q87FH9 Q8D562 Q7MBZ9 A1JLS2 A7FK86 Q1C9A6 B2K9G8 Q8ZGK8 A9R4P9 Q1CG57 A4TNC6 Q66CT7 B1JS28,FALSE,4.2.1
